2.789306640625000000e-01,1.605224044998709021e-01,1.300042335619578104e-01
7.421875000000000000e-01,4.760741609998678792e-01,3.417956499989771024e-01
9.667968750000000000e-01,1.428222629999940096e+00,1.269528995998117971e+00
6.347656250000000000e-01,2.968750000000000000e+00,1.406247255997708834e+00
1.074218750000000000e+00,3.125000000000000000e+00,2.832024879994681221e+00
1.562500000000000000e+00,3.789062500000000000e+00,2.783198469996113200e+00
1.328125000000000000e+00,3.593750000000000000e+00,3.515619119995090358e+00
3.652343750000000000e+00,4.531250000000000000e+00,4.687492159993453811e+00
6.640625000000000000e+00,4.882812500000000000e+00,2.070309167997217870e+00
8.081250000000000711e+00,6.718750000000000000e+00,1.796871471997054215e+00
1.156250000000000000e+01,6.484374495998847188e+00,3.369135479995704063e+00
1.937500000000000000e+01,1.289062500000000000e+01,5.312492159993453811e+00
1.406250000000000000e+01,1.218750000000000000e+01,4.550774095994026602e+00
2.437500000000000000e+01,1.046875000000000000e+01,5.156242943994108430e+00
1.843750000000000000e+01,1.289062500000000000e+01,4.453117551993781120e+00
1.921875000000000000e+01,1.406250000000000000e+01,7.187489023990835335e+00
2.250000000000000000e+01,1.562500000000000000e+01,4.726556031994599394e+00
1.437500000000000000e+01,1.980000000000000071e+01,4.843744511995417668e+00
1.265625000000000000e+01,2.656250000000000000e+01,6.328115983992471882e+00
1.875000000000000000e+01,3.125000000000000000e+01,6.718739807991489954e+00
1.781250000000000000e+01,1.542500000000000071e+01,6.640613631990507137e+00
1.593750000000000000e+01,1.656249932799846292e+01,6.718739807991489954e+00
1.875000000000000000e+01,1.718750000000000000e+01,7.499987455989526097e+00
1.843750000000000000e+01,1.281250000000000000e+01,7.499987455989526097e+00
3.000000000000000000e+01,9.374999663999231458e+00,9.062485887988216859e+00
1.523437500000000000e+01,1.828125000000000000e+01,5.312489023990835335e+00
2.437500000000000000e+01,1.562500000000000000e+01,7.812485887988216859e+00
2.625000000000000000e+01,2.226562483199961662e+01,4.799992159993453633e+00
1.136250000000000071e+01,2.375000000000000000e+01,2.710151055995662972e+00
1.054687500000000000e+01,1.948749798399538946e+01,4.687492159993453811e+00
9.609375000000000000e+00,1.218749865599692761e+01,6.640613631990507137e+00
1.656250000000000000e+01,2.125000000000000000e+01,5.776554463993289978e+00
1.000000000000000000e+01,1.261250000000000071e+01,9.643741375992799902e+00
2.437500000000000000e+01,1.812500000000000000e+01,1.374998745598952610e+01
2.437500000000000000e+01,1.562500000000000000e+01,9.292177503991654319e+00
2.718750000000000000e+01,1.468750000000000000e+01,1.015623431998690762e+01
1.687500000000000000e+01,1.966796862399971246e+01,1.374998745598952610e+01
1.562500000000000000e+01,1.757812483199961662e+01,9.101554463993290156e+00
1.445312500000000000e+01,2.054687449599884630e+01,1.015623823999018072e+01
1.328125000000000000e+01,1.875000000000000000e+01,6.953118335994434851e+00
1.445312500000000000e+01,2.015624899199769260e+01,8.437489023990835335e+00
9.062500000000000000e+00,1.957031174399827123e+01,8.437492159993453811e+00
2.343750000000000000e+01,1.448749899199769153e+01,1.031248902399083534e+01
2.875000000000000000e+01,1.718749865599692583e+01,8.203119119995090358e+00
2.625000000000000000e+01,3.250000000000000000e+01,9.531242943994108430e+00
1.875000000000000000e+01,3.312500000000000000e+01,1.109373980799148995e+01
2.230000000000000071e+01,1.753437382399730993e+01,5.742178287992308228e+00
1.437500000000000000e+01,1.386718691199865638e+01,1.249998954665793782e+01
2.125000000000000000e+01,1.875000000000000000e+01,9.609365983992471882e+00
1.906250000000000000e+01,3.531250000000000000e+01,1.109373980799148995e+01
1.531250000000000000e+01,2.375000000000000000e+01,8.906244511995417668e+00
